"id_immi";"jahr";"strname";"von_krz";"bis_krz";"no2_i1";"pm10_ist";"aend";"kattime";"laenge";"sta_id";"eskn_id";"shape"
2050;2013;"An der Schäferei";"Am Rathaus ";"Wünschendorfer Str.";18.4;19.6;2015-11-16 11:17:24;5022;79.1891;"07135010";5022;"SRID=4326;LINESTRING(13.87328237053641366572 51.01294542994060776664,13.87337817845518017634 51.01300269397992792619,13.87346083220585768458 51.01304274470990662849,13.87354295272042215004 51.01306421103108590387,13.87363790488481463115 51.01306679013406863987,13.87375461001063925437 51.01304294205687028807,13.87385205272070187732 51.0130239172124788638,13.87398454572412553887 51.01300625527549215121,13.87412924032216388071 51.01299688525948994311,13.87421707283774274799 51.01298852294081598302,13.87432896225401535162 51.01297396245698934081)"
2154;2013;"Lohmener Straße ";"ÖW 18 - Pillnitz ";"Oberpoyritzer Str.";19.3;19.1;2015-11-16 11:17:24;5031;641.10743;"07137070";5031;"SRID=4326;LINESTRING(13.88611508673455219309 51.00491959062564006899,13.88627228165520222092 51.00486560341130370944,13.88707487004794494112 51.00460042677927674504,13.88747670685266122348 51.00447003582328875382,13.8878330404422278832 51.0043458200653603285,13.88798689855880574839 51.00427981132450838686,13.88816929175536962759 51.00418693354217225533,13.88891632235046991184 51.00381340933773799406,13.8897248535555419835 51.00349252443566427928,13.89045594789980775374 51.00320171702252025625,13.89100035570998414869 51.00298906145760469144,13.89160072361202935554 51.00281727619751848124,13.89175406471136753339 51.0027725256833690537,13.891921358950256149 51.00272716989805843468,13.89210606224795263586 51.00268271638128680934,13.89236413209590992324 51.00263309484688534212,13.8927781656242625985 51.00257394373916497443,13.8934598179519639416 51.00250338733922461643,13.89397730202059300098 51.00244447436990213873,13.89421455125373050521 51.00241979563195826586)"
12431;2013;"Borsbergstraße SW";"Markt ";"Meinhardtweg";16.8;18.7;2015-11-16 11:17:24;5408;68.56606;"07380010";5408;"SRID=4326;LINESTRING(13.89571258675225529089 51.03322143076802319683,13.8957175896574760543 51.03313875331109272793,13.89573013330114648056 51.03305563452340010144,13.89576074652234893847 51.03298932316096170325,13.89581169970018592608 51.03295650431611818476,13.89590471429047724428 51.0329307465354062856,13.89598186218036524053 51.03290650244363035881,13.89618150420095687991 51.03283846046806360164,13.89626264818559597813 51.03278527015521603971)"
2403;2013;"Reichenbachstraße ";"Geinitzstr. ";"Ackermannstr.";25.6;23.6;2015-11-16 11:17:24;9502;104.92225;"11029100";9502;"SRID=4326;LINESTRING(13.7461042408997755615 51.03134133801668781416,13.74678353279211862059 51.03117946904036017486,13.74751035153632372499 51.03101924767192087984)"
760;2013;"Königsbrücker Landstraße ";"Langebrücker Str. ";"Käthe-Kollwitz-Platz/HN 111";31;24;2015-11-16 11:17:24;3515;45.967;"06002130";3515;"SRID=4326;LINESTRING(13.78985479466455998931 51.11893426591203137832,13.78998355666652386731 51.11916034500209349289,13.79006364574424203795 51.11932599268530452719)"
12018;2013;"Königsbrücker Landstraße ";"Kunitzteichweg ";"Arkonastr.";24.7;22.2;2015-11-16 11:17:24;3518;85.89342;"06002145";3518;"SRID=4326;LINESTRING(13.79104378823290844025 51.12150132183155903931,13.79107393254631652724 51.12186069540246791121,13.7911093280890906243 51.1222725319859279125)"
761;2013;"Königsbrücker Landstraße ";"Binzer Weg/ÖFW ";"Grenzstr.";25;22.3;2015-11-16 11:17:24;3523;190.75302;"06002155";3523;"SRID=4326;LINESTRING(13.79141243562486707219 51.12384293665132872775,13.79142833452875116507 51.12392255175738142725,13.79151517703758145217 51.12425319474942853049,13.79158369002035300355 51.12458863020662391818,13.79164945839531775107 51.1248545863897376762,13.79171599031898942656 51.12515319401796176635,13.79179952796211949817 51.12554055567634492263)"
19997;2013;"Steglichstraße ";"Hietzigstraße ";"Bautzner Landstr.";22.5;20.1;2015-11-16 11:17:24;3902;74.60305;"06099040";3902;"SRID=4326;LINESTRING(13.82478196304028372765 51.06193029494379942435,13.82481405412332797766 51.0620838630202058539,13.82483174484480059618 51.06242904694826734158,13.82505316640988191068 51.06252712009578687002)"
12584;2013;"Königsbrücker Landstraße ";"ÖW 6 - Lausa ";"Brühler Straße";22.7;21.2;2015-11-16 11:17:24;3535;71.65022;"06002210";3535;"SRID=4326;LINESTRING(13.79827187791910070302 51.13782529995933145983,13.7983230186253535976 51.13803346344378297772,13.7983382367924161116 51.13819603167215177564,13.79834942781294948588 51.13846669848741299802)"
12578;2013;"Königsbrücker Landstraße ";"Brühler Straße ";"Alte Dresdner Straße";27.2;22.2;2015-11-16 11:17:24;3537;156.2609;"06002220";3537;"SRID=4326;LINESTRING(13.79834942781294948588 51.13846669848741299802,13.79827493911471947285 51.13924187755085171148,13.79818012945005811787 51.13986746716608422503)"
12956;2013;"Bahnstraße";"Hamburger Str. ";"Grillparzer Str.";26.9;24.7;2015-11-16 11:17:24;12412;242.97175;"14120010";12412;"SRID=4326;LINESTRING(13.68287029575401980708 51.06183814079037830425,13.68286174390517651034 51.06165658834282794487,13.68288327921808367194 51.06151310558242073512,13.6828926805670967326 51.06141807562119794284,13.6829137898801374007 51.06134797912445577595,13.68298239380815140009 51.06126123330166421965,13.68307672025409793548 51.06118007859744523103,13.68315316010779270073 51.06109895070451187848,13.68323402451230386134 51.06102679446987480105,13.68333872332452116893 51.0609208424789358105,13.6834724854593243748 51.06080099730795041069,13.68363579514191918918 51.06066390995891879356,13.6837989839976579276 51.06052908633377285241,13.68396687151647483915 51.06040527234312520477,13.6841349689035034487 51.06029274836671305593,13.68431750279680514382 51.06017901884788301459,13.68444740698306105742 51.06008309611923579041,13.68452579300694793574 51.06001471869094388012,13.68453061023239314409 51.06000496705058111502)"
2145;2013;"Zschierener Straße ";"Kurhausstr. ";"Kyawstr.";18.7;20.4;2015-11-16 11:17:24;7530;97.04027;"09187040";7530;"SRID=4326;LINESTRING(13.85300448125161132396 51.0064935578455234122,13.8532262119161213576 51.00643232583156105875,13.85355367404066306847 51.00631567378889030806,13.85421131216374490691 51.00606921003763005729)"
2160;2013;"Fanny-Lewald-Straße ";"Neue Str. ";"Käthe-Kollwitz-Str.";19.4;20.6;2015-11-16 11:17:24;7534;53.3411;"09188040";7534;"SRID=4326;LINESTRING(13.85784225096101884844 51.00435819858601860233,13.8580627659804314078 51.00430138981354133421,13.8585318604646605678 51.00415692003119971787)"
2180;2013;"Straße des 17.Juni ";"Dieselstr. ";"Stephensonstr.";26.3;23.6;2015-11-16 11:17:24;8404;107.03582;"10100060";8404;"SRID=4326;LINESTRING(13.82418947309349377406 51.00400586474157194061,13.82468732992943927229 51.0036900891488400589,13.82528107149401819242 51.00333374647659923085)"
177;2013;"Nürnberger Platz";"Platzmitte ";"Nürnberger Str.";30.6;25.6;2015-11-16 11:17:24;10714;36.72137;"12037070";10714;"SRID=4326;LINESTRING(13.72707688081327681573 51.03186866412091404754,13.72722939157525168241 51.03179539649195817219,13.72726248632218748469 51.03177949778502409117,13.7274961578568355236 51.03167088135541717975)"
63;2013;"Teplitzer Straße ";"Lenbachstr. ";"Gostritzer Str.";37.9;29.2;2015-11-16 11:17:24;7891;108.04604;"10004070";7891;"SRID=4326;LINESTRING(13.75913400910500428154 51.02397109499853655734,13.75966769138158873886 51.02363174881814700257,13.76021999238937887355 51.02328208506715867543)"
12133;2013;"Südhöhe ";"Martin-Anders.Nexö-Str./ÖFW ";"Brückenrampe Bergstraße";27.4;23.9;2015-11-16 11:17:24;9654;107.07763;"11057050";9654;"SRID=4326;LINESTRING(13.73134293169136199708 51.01970371940051762749,13.73094893940894323237 51.01973983689660485652,13.73063436984076268743 51.01975640202028472459,13.73033084807821779805 51.01975476775899664972,13.73011000037141471353 51.0197471607098194113,13.7298224602676945949 51.01973723648202252434)"
1144;2013;"Langer Weg ";"Zufahrt Buswendestelle ";"Windmühlenstr.";30.3;26.1;2015-11-16 11:17:24;8672;53.40342;"10153045";8672;"SRID=4326;LINESTRING(13.80081029632284916886 50.99969977907135643136,13.80064359053765699059 50.99956006253042062326,13.80037740217928998732 50.99930512326706377735)"
12431;2013;"Borsbergstraße SW";"Meinhardtweg ";"Am Martiniweg";16.8;18.7;2015-11-16 11:17:24;5409;134.59953;"07380020";5409;"SRID=4326;LINESTRING(13.89626264243944220311 51.03278527189949187459,13.89627453553645786144 51.0327011559010657038,13.89631306297158275243 51.03234823147082721562,13.89632275073510747632 51.03226382664723104199,13.89633302863085795309 51.03217943279116752819,13.89637855800387455929 51.03209312816735376828,13.89647723057964157078 51.03198626427030859531,13.89659654919602083112 51.03190491806370943095,13.89662870459523524858 51.03188894562603650229,13.89673986844558406517 51.0318481202588003498,13.89697420749303269361 51.03176312665650016243)"
12432;2013;"Borsbergstraße SW";"Reitzendorfer Straße ";"Meixstraße";15.8;18.6;2015-11-16 11:17:24;5411;61.94413;"07380040";5411;"SRID=4326;LINESTRING(13.89981623354617035204 51.03010840902822309317,13.8999295659998143293 51.03007609834999414034,13.90026599112938399117 51.03005335409930154356,13.90042467874704179565 51.03004152732376041968,13.90059909743346899802 51.03003766038349198197,13.90068493300806906632 51.03004288789628617451)"
858;2013;"Hechtstraße ";"Oberauer Str. ";"Weinböhlaer Str.";28.5;24.1;2015-11-16 11:17:24;2381;402.05691;"05026080";2381;"SRID=4326;LINESTRING(13.74264805866507188625 51.08466609534341529297,13.74258730195038857858 51.08471859120562186263,13.7423865331440282489 51.0848505710853828532,13.74222071926467592107 51.08497489344524211674,13.74201831590155364893 51.0851249936325260137,13.74183937921345055599 51.08524560497963307171,13.74164194444160180808 51.08535174082159358022,13.74141573300676100189 51.08547422121619518975,13.74117413036687374017 51.08560546800427459857,13.74097904245649814925 51.08570461899756054436,13.74076025649053711675 51.08580506924761976961,13.74062512737551600139 51.08586067928895602108,13.74046839674913123019 51.08592846832173250959,13.74029752327831666037 51.08600229090380651087,13.74013118990546722387 51.08607773771121429718,13.73993508114026518285 51.08616091460520891587,13.73976003947243818004 51.0862394145058402728,13.73951349195807658532 51.08634665937628227539,13.73925910138754069578 51.08645380565258165007,13.73903915522772933855 51.08654655941219857596,13.73885883167839061514 51.0866266385872478395,13.73865728662534557714 51.08671632755257263625,13.73848244839884280566 51.08678824139964547157,13.73832088496231662589 51.08685373350075309418,13.7381814224869174268 51.08690538927536550773)"
21104;2013;"Rudolf-Leonhard-Straße ";"Königsbrücker Platz ";"Buchenstr.";25.2;24.5;2015-11-16 11:17:24;2385;226.37731;"05027030";2385;"SRID=4326;LINESTRING(13.75005600859273435788 51.07526339783303370723,13.75086796474945316504 51.07619159825652133122,13.75158400668080105334 51.07705674038886911603)"
21230;2013;"Königsbrücker Platz ";"Rudolf-Leonhard-Str. ";"Tannenstr.";25.2;24.5;2015-11-16 11:17:24;2394;32.35075;"05030040";2394;"SRID=4326;LINESTRING(13.75005600859273435788 51.07526339783303370723,13.74995525935471896162 51.07514226701082549198,13.74984257251873387418 51.07500545711519635006)"
851;2013;"Buchenstraße ";"Schanzenstr. ";"Kiefernstr.";43.6;31.9;2015-11-16 11:17:24;2404;101.31021;"05034040";2404;"SRID=4326;LINESTRING(13.74989945324468187948 51.07760013564389822704,13.74926978569228630533 51.07782094720842280822,13.74863654612787478015 51.07804387003786672494)"
1602;2013;"Barteldesplatz ";"Goetheallee ";"Gautschweg";35.6;25.8;2015-11-16 11:17:24;6285;92.39219;"08063010";6285;"SRID=4326;LINESTRING(13.80329162644241591806 51.05391477169684577575,13.803819663725208855 51.05364867498736458629,13.80427819366768282805 51.0533654348831547054)"
618;2013;"Stauffenbergallee ";"Zum Reiterberg ";"Hammerweg";28.3;24.3;2015-11-16 11:17:24;2415;935.01909;"05035120";2415;"SRID=4326;LINESTRING(13.74769475133119733812 51.08234733260810855882,13.74630797359340128594 51.08387228177493710746,13.74419243881730423595 51.0861504412126876673,13.74374842927031714623 51.08663514067543331976,13.74371805895168030531 51.08668309674511220919,13.74369802630783432562 51.08673948226466876577,13.74367950685067185645 51.08683751180586796181,13.7437162608184806345 51.08694446272103562023,13.74375903247133656748 51.08702483256708859471,13.74384912686469384369 51.08711404726395954867,13.74402706557597220183 51.08727911591605419517,13.7441431019928952395 51.08738690948653271562,13.74418613077868123185 51.08745729990005202126,13.74417098834070394275 51.08752872905520092672,13.74412918395573157682 51.08760819013193810179,13.74399808701507019748 51.0877632836692185947,13.743423334359897936 51.08838975166817419904,13.7428868304589677507 51.08897001838690954401,13.74251431365690656605 51.08935226232835447036,13.74232156469408749899 51.08953831851484039817,13.74224845621795587647 51.08960246008794570116,13.74217941119206010114 51.08964629459296702407)"
2287;2013;"Dresdner Straße ";"Van-Gogh-Str. ";"Am Zuckerhut";16;19.2;2015-11-16 11:17:24;4971;42.49125;"07120100";4971;"SRID=4326;LINESTRING(13.86337921105525516907 51.017620300869033656,13.86352437508892165852 51.0175398079469601953,13.86375316795652068436 51.01741230512572400357,13.86383726353148304611 51.01737042040861780379)"
15416;2013;"Ockerwitzer Straße ";"Cossebauder Straße ";"Roquettestraße";24.5;23.7;2015-11-16 11:17:24;12424;370.16606;"14125010";12424;"SRID=4326;LINESTRING(13.68431872848627683936 51.05876326360697703421,13.68382298903283000868 51.05877346159975616047,13.68336606650955644682 51.05880162286827328444,13.68255682631926362092 51.05884396622089838047,13.6820553327592850934 51.058877652370220801,13.68154564609053025492 51.05891173765203916446,13.6809686904002951735 51.05894644642884117047,13.68065884515770314067 51.05896409406634717243,13.68049664357645589519 51.05897446356226510034,13.68026735347336320103 51.05897897989423483978,13.67987331516769877737 51.05898089125417271816,13.67934779721700522259 51.05898007281045636319,13.67905311526412326373 51.05898360320235696008)"
370;2013;"Straße des 17.Juni ";"Stephensonstr. ";"Siemensstraße";23.9;23;2015-11-16 11:17:24;8405;205.97404;"10100070";8405;"SRID=4326;LINESTRING(13.82528107149401819242 51.00333374647659923085,13.82570254295481326778 51.00308927645663459316,13.82633459485539795253 51.00271935656460442488,13.82725083170528712628 51.00217082792367762067,13.82742843570672341968 51.00207117090015174199)"
369;2013;"Straße des 17.Juni ";"Siemensstraße ";"Försterlingstr.";23.7;23;2015-11-16 11:17:24;8406;230.20052;"10100080";8406;"SRID=4326;LINESTRING(13.82742843570672341968 51.00207117090015174199,13.82824500190156058466 51.00156479091759109679,13.82935722541659551155 51.00088000870599813652,13.82977199023561354352 51.00062278586997877028)"
341;2013;"Dohnaer Straße ";"Am Viertelacker ";"An der Malte";36.9;24.7;2015-11-16 11:17:24;7958;247.2717;"10005270";7958;"SRID=4326;LINESTRING(13.81401204780186020571 50.9884285751141419496,13.81449735329409378437 50.98821288714469091019,13.81540319582035003521 50.98781610960320875847,13.81634817168685103184 50.98734332678416336648,13.81684944613089705001 50.98711230508948943907)"
23067;2013;"Dohnaer Straße";"Alte Landstraße ";"An der Niederung";26.7;20.9;2015-11-16 11:17:24;7960;473.00629;"10005280";7960;"SRID=4326;LINESTRING(13.8181540215931129012 50.98666636914698102601,13.81857976042456215282 50.98657759912965303783,13.81878413941365124629 50.98654296593411316962,13.81901015165270862894 50.98651428858126166688,13.81919235870809181677 50.98649433176846201832,13.81940531584554499034 50.98647928084237435087,13.82040635402662154263 50.98641026524318675683,13.82066841060964890175 50.98639341463328378268,13.82086680904705566775 50.98637935615916205734,13.82111822988309413063 50.98635208230668069973,13.8215965164502172513 50.98626286938582552466,13.82186705551507976963 50.98619792662096017466,13.82207364566355956015 50.98614725763042088147,13.82240059274817944868 50.98608105687836200559,13.82262858181729470175 50.98604389416150439729,13.822829033183428038 50.986020689273217954,13.82332214374830314796 50.98599124170969076886,13.82363315167751416368 50.9859783218377131675,13.82391498627601400528 50.98596968480934776835,13.82413498654095640461 50.98596386895449228405,13.82436209199163634764 50.9859638616738166661,13.82475661719976933739 50.9859673460690032698)"
2080;2013;"Tornaer Straße ";"Morgenleite ";"Am Anger";33.6;27.5;2015-11-16 11:17:24;8521;36.23247;"10129030";8521;"SRID=4326;LINESTRING(13.7893227518597178971 51.01237385661627143918,13.78913677094690903857 51.0122759480547145472,13.7889247828179080102 51.01216622272715284225)"
1174;2013;"Altstrehlen ";"Kreischaer Str. ";"Abzweig/HN 3";28.7;25.6;2015-11-16 11:17:24;8077;33.07023;"10026010";8077;"SRID=4326;LINESTRING(13.76135640474207377792 51.02755850595475095588,13.76160663261232031118 51.02749251190920887211,13.76179777674283499778 51.0274547674239471462)"
1174;2013;"Altstrehlen ";"Abzweig/HN 3 ";"Abzweig/HN 13";27.9;25.5;2015-11-16 11:17:24;8078;107.0598;"10026020";8078;"SRID=4326;LINESTRING(13.76179777106428403499 51.02745476646448707925,13.76207703818652383632 51.02740790486198108056,13.76221235534722531213 51.02738269245735125423,13.76238348336401884353 51.02733914499391687514,13.76257910053322852661 51.02729167493304629488,13.76277609477507724023 51.02723049597063464944,13.76299745964380782937 51.02714626510194051434,13.76317463687147046869 51.02705968657657109588)"
12198;2013;"Am Schreiberbach ";"Hühndorfer Weg/HN 1 ";"Hühndorfer Weg/HN 35";20.2;19.9;2015-11-16 11:17:24;13371;39.41174;"14423050";13371;"SRID=4326;LINESTRING(13.59145250876735921963 51.05871400674840288048,13.59146494913644964697 51.05886270268410243034,13.59147815514505985846 51.05906799165310872013)"
339;2013;"Dohnaer Straße ";"Kleinlugaer Str. ";"Am Feldweg";23.4;20.4;2015-11-16 11:17:24;7966;128.28425;"10005330";7966;"SRID=4326;LINESTRING(13.83239422789296391159 50.98455413762524557342,13.83323395766850438804 50.98429241733155947713,13.83403445425001443425 50.98404556037807111579)"
1170;2013;"Reicker Straße ";"Rayskistr. ";"Vogelsteinstr.";30.5;25.3;2015-11-16 11:17:24;8089;102.59406;"10028020";8089;"SRID=4326;LINESTRING(13.76776072925653693346 51.02610675194479483707,13.76832852845106636153 51.02579654846775980559,13.76887945891842868207 51.02551257483381874636)"
1166;2013;"Reicker Straße ";"Rudolf-Bergander-Ring ";"Otto-Dix-Ring";25.6;23.6;2015-11-16 11:17:24;8095;227.20235;"10028070";8095;"SRID=4326;LINESTRING(13.77846916362665474765 51.02052245212504288929,13.77972293128429370768 51.01987160793392206415,13.7809761224486297948 51.0192288918890639593)"
1160;2013;"Reicker Straße ";"Schuchstr. ";"Lohrmannstr.";31.5;26.9;2015-11-16 11:17:24;8101;88.49184;"10028140";8101;"SRID=4326;LINESTRING(13.78611662150720817976 51.01637753120118645711,13.78634984759809434252 51.01624130615009278245,13.78663064331749588121 51.01605568838474624727,13.7867699991185723718 51.01594353190849773227,13.78694534052982945127 51.01578156584672996132)"
626;2013;"Radeburger Straße ";"Meinholdstr. ";"Augustusweg";32.7;25.8;2015-11-16 11:17:24;2265;625.03076;"05004070";2265;"SRID=4326;LINESTRING(13.73585871497114929696 51.09968787282600999333,13.7356359172576372174 51.10098025576523639302,13.73550033801237724163 51.10157592512806701279,13.7354617450490028574 51.10188335565877792988,13.73535043108724806871 51.10250734118076110235,13.73527708983452200187 51.10293845953016500516,13.73517503194418054591 51.10349447211632423205,13.73507572339237192693 51.10411712129462813436,13.73502541942330523739 51.10435799325236416735,13.73495183330937230437 51.10481752498786534034,13.73487976856699788186 51.10526506772391286404,13.73487845446035748864 51.10527322795839211267)"
790;2013;"Coventrystraße ";"Harry-Dember-Str. ";"ÖFW 27-Omsewitz/Tunnel";30.7;24.1;2015-11-16 11:17:24;12690;236.07046;"14209090";12690;"SRID=4326;LINESTRING(13.66262776973776560396 51.04950604805497249572,13.66262456585807072429 51.04950583153100751588,13.66167905086387968083 51.04944198484754736,13.6611604878796768503 51.04940121540114716936,13.66061501761717167369 51.04934017993475947605,13.65998814248775339308 51.04925831612744957511,13.65951494586606607129 51.04919652146670472348,13.6593071541118131762 51.04916608879530315335)"
797;2013;"Kleine Marienbrücke ";"Antonstr. ";"Palaisplatz";35.5;27.8;2015-11-16 11:17:24;1014;227.29632;"00234010";1014;"SRID=4326;LINESTRING(13.73453524536657965882 51.06160847800499880123,13.73470418189602426651 51.06160429081529628093,13.73489269808263912864 51.0616254377846203738,13.735045610537079952 51.06164054889528358672,13.7354756032508742436 51.06166931183029333852,13.73587452608890302486 51.06166747345257306279,13.73618151662057407236 51.06164355498418672141,13.73629677002138826936 51.06163042431889920181,13.73661155918940224296 51.06157011939117040811,13.73701240696506786776 51.06150464286659484969,13.73721527185394286619 51.06148408386705028761,13.73744107434555239422 51.06150395690676191407,13.73760952326898276965 51.0615332011061866524,13.73772398760142365859 51.06155325496243335692)"
1599;2013;"Hüblerstraße ";"Schillerplatz ";"Berggartenstraße";30.5;24.9;2015-11-16 11:17:24;6408;240.28965;"08099010";6408;"SRID=4326;LINESTRING(13.80669503728788782837 51.05210714327008503233,13.80663451810314157342 51.05204855755330584088,13.80656805162397660069 51.05200836884957027451,13.80644952890090948472 51.05195892633879850564,13.80600125812866885155 51.05178045579423695699,13.80551335094533449421 51.0516232798972922069,13.80497380666409590333 51.05145801637458902178,13.80453356792988373059 51.05132740657682433039,13.80377951930163149541 51.05112599426753661191,13.80368351196051968088 51.05111025969054594498)"
472;2013;"Hüblerstraße ";"Regerstraße ";"Jacobistraße";24.6;23.3;2015-11-16 11:17:24;6412;65.70847;"08099050";6412;"SRID=4326;LINESTRING(13.79790102952424923899 51.05018303836759230308,13.79744750759413562946 51.05008446214935702301,13.7970185374045186677 51.04998400199183095083)"
21127;2013;"Döbelner Straße ";"ÖFW 33-Trachau ";"Großenhainer Str.";26.2;23.8;2015-11-16 11:17:24;2046;66.14189;"04018110";2046;"SRID=4326;LINESTRING(13.71987546278802838629 51.09650058340464084949,13.71941192813515009163 51.09658578571370668442,13.71896215064183088828 51.09665114589292045366)"
2267;2013;"Grundstraße ";"Tännichtstr. ";"Säugrundweg";28.3;24.1;2015-11-16 11:17:24;4596;40.35387;"07001090";4596;"SRID=4326;LINESTRING(13.83289006318148217645 51.05935546927757684443,13.83307840937782806634 51.05938791644892660315,13.83328750338635160233 51.05940638429307654178,13.83345686644818606226 51.05940806404108656125)"
1423;2013;"Leipziger Straße ";"Micktner Str./Henricistr. ";"Alttrachau";35.2;26.4;2015-11-16 11:17:24;1583;108.35316;"03001190";1583;"SRID=4326;LINESTRING(13.71019722888801872784 51.08382847492211453755,13.70975274025600398886 51.08406899346109497628,13.70951255637185717262 51.0842019992583544763,13.70931994345225568566 51.08428478317854626312,13.70912036679907153314 51.08433252568581650621,13.70893035668012238659 51.08435818815535611748)"
2268;2013;"Grundstraße ";"Rodelweg ";"Elisabethstr.";26.8;23.6;2015-11-16 11:17:24;4599;245.17138;"07001105";4599;"SRID=4326;LINESTRING(13.83755192071509831919 51.05823358405008605132,13.83786803595210557205 51.05825681043850750029,13.83829497809541742015 51.0582935054022968302,13.83857675822847888014 51.05831913228701779417,13.83885418665761513068 51.0583500542802468658,13.83903551652643315606 51.05838546531020938346,13.83919847616477127872 51.05842160457689260511,13.83953217073595531872 51.05852508908690623457,13.83990246656942701975 51.05863334421192689661,13.84010290409526078292 51.05869828132964727274,13.84024988521696286625 51.05875473893787130919,13.84039523691098416691 51.0588209706478011185,13.84051790800030623529 51.05889144928750056351,13.84071652635631011208 51.05903055964210324191)"
12397;2013;"Hauptstraße SW";"Querweg ";"Bergstraße";16.6;18.9;2015-11-16 11:17:24;5254;149.19482;"07320050";5254;"SRID=4326;LINESTRING(13.89120974701639887883 51.05666985328071660888,13.89187155428694175896 51.05665171458875306598,13.89213759856344765353 51.05666143094069298058,13.89265186048813838227 51.05675583645773940589,13.89294129445908154707 51.0568402686320155226,13.8932422028702831085 51.05694680504046800706)"
890;2013;"Bautzner Straße ";"Weintraubenstr. ";"Lessingstr.";44.9;29.5;2015-11-16 11:17:24;3723;91.12908;"06052070";3723;"SRID=4326;LINESTRING(13.75380100853366549529 51.06288062381708670046,13.75420345322270065935 51.06287754005175116845,13.75462686290987690541 51.06287655779844669723,13.7550962758703896327 51.06291999407650905596)"
1833;2013;"Bodenbacher Straße ";"Zwinglistr. ";"Augustusbergstr.";28.9;26.1;2015-11-16 11:17:24;6964;226.77662;"09053050";6964;"SRID=4326;LINESTRING(13.78246987167032955313 51.03304322603592169116,13.78314243173015185562 51.03248045247725173112,13.78360729040615062502 51.0321750563889793284,13.78401601901852835397 51.03193140396020055505,13.78449245291334257502 51.03165684446974381672,13.78467877286155029992 51.03156443825078980581)"
467;2013;"Österreicher Straße";"Alttolkewitz ";"Donathstr.";28.3;24.3;2015-11-16 11:17:24;7275;71.38499;"09123010";7275;"SRID=4326;LINESTRING(13.83199040293268922142 51.03003509688496563967,13.83216133004277104135 51.02989289285611107516,13.83258609689729468073 51.02951470773086839472)"
1973;2013;"Österreicher Straße ";"Rudolf-Zwintscher-Str. ";"Kronstädter Platz";22.1;20.8;2015-11-16 11:17:24;7286;92.82939;"09123130";7286;"SRID=4326;LINESTRING(13.83905174786831970835 51.02294094120667722336,13.83920106840773911472 51.02276901564946598455,13.83939417505383673301 51.02254118463861942701,13.8396414824390703302 51.02226001542288713608,13.83968955091673080915 51.02220964720807216963)"
2221;2013;"Lugaer Straße ";"Krebser Str. ";"Peter-Vischer-Str.";18.8;19.5;2015-11-16 11:17:24;8892;187.25606;"10207070";8892;"SRID=4326;LINESTRING(13.82961902415618560269 50.98867511675205577149,13.83054248089221438534 50.98751140275850701755,13.83082893439642013789 50.98717462611561757058)"
283;2013;"Augustusbrücke";"Schloßplatz ";"Neustädter Markt";32.5;27;2015-11-16 11:17:24;250;364.02413;"00045010";250;"SRID=4326;LINESTRING(13.73846756731511042915 51.05380009788995465669,13.73861233127403025378 51.05398685426032301393,13.73873639828249082484 51.05410602597463309849,13.73874899258098736254 51.05411812421120032468,13.73892578669277497738 51.05437218855798420236,13.73926857573592918982 51.05486478791902271723,13.73935463117076771766 51.0549884509013267575,13.73935487698563484571 51.0549888042747994632,13.74003939468243018496 51.05597246531494448618,13.74029052060124556078 51.05635462463527574073,13.74032795939692697118 51.05641159869883694,13.74033662264486999049 51.0564247820911205622,13.74035828933219605119 51.05645779371904779964,13.74035932027436857084 51.05645934530871699053,13.74057811018830399519 51.05678805975703227205)"
795;2013;"Robert-Blum-Straße ";"Palaisplatz ";"Theresienstr.";43;30.5;2015-11-16 11:17:24;281;105.21593;"00063010";281;"SRID=4326;LINESTRING(13.73772398627256841053 51.06155325135093647759,13.73771257074226959105 51.06159990892488309555,13.73770372442560905313 51.06163605461257049001,13.73765604305816268038 51.06177256385209517475,13.73758055338272932033 51.06199227141785002004,13.73737553316153281457 51.06247291039775859645)"
1582;2013;"Grundstraße ";"Wilthener Str. ";"Sohlander Str.";28.1;22.7;2015-11-16 11:17:24;4603;59.95706;"07001140";4603;"SRID=4326;LINESTRING(13.84634998132031213913 51.06014326008005355106,13.84648976435822653741 51.06020043999222934872,13.84664776021856802402 51.06027355482654428442,13.84681792950851253465 51.06036446038333309616,13.84691176171413751206 51.06042457667787459741,13.84700669176355525281 51.06048589077374089129)"
479;2013;"Pillnitzer Landstraße ";"Alte Kirschplantage ";"Friedrich-Press-Straße";24.6;23.1;2015-11-16 11:17:24;4615;180.73876;"07005040";4615;"SRID=4326;LINESTRING(13.82010522959512321961 51.05007910178121477429,13.82024380924302953133 51.04986658407685951033,13.8205708781266896068 51.04933644466979103527,13.82076761724528068953 51.04903244655960747878,13.82107142260269050382 51.04857247578375734065)"
577;2013;"Alexander-Puschkin-Platz";"Leipziger Str./HN 1 ";"Erfurter Straße";37.2;27.9;2015-11-16 11:17:24;1921;36.28406;"03096010";1921;"SRID=4326;LINESTRING(13.72970837567036106464 51.0701473676683690428,13.72956005660543610247 51.07027990203962275473,13.72939298398551777325 51.07039565852827678327,13.7293843873699561442 51.07040101474586180075)"
